alpha,beta,mach,reynolds,delta21,delta22,cf_cl,cf_cd,cf_x,cf_y,cf_z,cf_xp,cf_yp,cf_yr,cf_zq,cf_zad,cm_x,cm_y,cm_z,cm_yad,cm_zad,cm_zr
-22.5,-7.5,0.3,6904000.0,-5.0,-10.0,-1.599,0.681,0.017,0.025,-1.737,-0.005,-0.0,0.004,-0.172,0.396,0.108,2.914,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,-10.0,-1.32,0.372,0.018,0.021,-1.371,-0.004,-0.0,0.004,-0.165,0.396,0.11,2.089,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,-10.0,-0.841,0.125,0.014,0.017,-0.85,-0.011,-0.0,0.004,-0.207,0.396,0.178,0.983,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,-10.0,0.062,0.09,0.09,0.015,0.062,-0.0,-0.0,0.004,0.015,0.396,0.178,-0.311,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,-10.0,0.897,0.141,0.023,0.017,0.907,0.0,-0.0,0.004,0.225,0.396,0.168,-1.27,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,-10.0,1.334,0.397,0.039,0.021,1.391,0.006,-0.0,0.004,0.198,0.396,0.107,-2.189,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,-10.0,1.595,0.711,0.046,0.025,1.745,0.004,-0.0,0.004,0.208,0.396,0.131,-2.954,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,-10.0,1.884,1.146,0.05,0.028,2.205,0.002,-0.0,0.004,0.181,0.396,0.132,-3.827,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,-5.0,-1.921,1.141,0.027,0.028,-2.234,-0.001,-0.0,0.004,-0.141,0.396,0.064,3.976,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,-5.0,-1.626,0.703,0.027,0.025,-1.771,-0.0,-0.0,0.004,-0.175,0.396,0.075,3.085,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,-5.0,-1.358,0.388,0.024,0.021,-1.412,0.001,-0.0,0.004,-0.163,0.396,0.069,2.291,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,-5.0,-0.902,0.13,0.011,0.017,-0.911,-0.003,-0.0,0.004,-0.186,0.396,0.116,1.288,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,-5.0,-0.0,0.082,0.082,0.015,-0.0,0.0,-0.0,0.004,0.015,0.396,0.119,0.0,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,-5.0,0.861,0.125,0.011,0.017,0.87,-0.003,-0.0,0.004,0.228,0.396,0.135,-1.082,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,-5.0,1.307,0.375,0.024,0.021,1.359,0.001,-0.0,0.004,0.196,0.396,0.077,-2.027,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,-5.0,1.571,0.68,0.027,0.025,1.711,0.0,-0.0,0.004,0.213,0.396,0.096,-2.782,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,-5.0,1.868,1.11,0.028,0.028,2.173,-0.001,-0.0,0.004,0.19,0.396,0.101,-3.668,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,0.0,-1.944,1.174,0.045,0.028,-2.271,0.003,-0.0,0.004,-0.135,0.396,0.026,4.159,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,0.0,-1.656,0.73,0.04,0.025,-1.809,0.005,-0.0,0.004,-0.173,0.396,0.038,3.272,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,0.0,-1.384,0.405,0.033,0.021,-1.441,0.006,-0.0,0.004,-0.17,0.396,0.041,2.44,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,0.0,-0.961,0.141,0.015,0.017,-0.971,0.003,-0.0,0.004,-0.158,0.396,0.054,1.59,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,0.0,-0.062,0.079,0.079,0.015,-0.062,0.0,-0.0,0.004,0.015,0.396,0.059,0.313,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,0.0,0.809,0.11,0.003,0.017,0.817,-0.007,-0.0,0.004,0.249,0.396,0.085,-0.814,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,0.0,1.283,0.357,0.012,0.021,1.332,-0.004,-0.0,0.004,0.189,0.396,0.052,-1.889,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,0.0,1.543,0.652,0.012,0.025,1.675,-0.005,-0.0,0.004,0.216,0.396,0.058,-2.602,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,0.0,1.847,1.076,0.008,0.028,2.138,-0.005,-0.0,0.004,0.197,0.396,0.066,-3.492,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,5.0,-1.962,1.209,0.066,0.028,-2.304,0.007,-0.0,0.004,-0.126,0.396,-0.008,4.325,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,5.0,-1.683,0.759,0.057,0.025,-1.845,0.009,-0.0,0.004,-0.168,0.396,0.001,3.455,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,5.0,-1.409,0.425,0.046,0.021,-1.471,0.011,-0.0,0.004,-0.175,0.396,0.013,2.587,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,5.0,-1.006,0.156,0.024,0.017,-1.018,0.007,-0.0,0.004,-0.145,0.396,0.007,1.823,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,5.0,-0.125,0.083,0.083,0.015,-0.125,0.0,-0.0,0.004,0.015,0.396,-0.0,0.626,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,5.0,0.747,0.1,0.001,0.017,0.754,-0.014,-0.0,0.004,0.278,0.396,0.024,-0.497,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,5.0,1.251,0.339,0.004,0.021,1.296,-0.009,-0.0,0.004,0.188,0.396,0.019,-1.709,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,5.0,1.516,0.628,-0.0,0.025,1.641,-0.01,-0.0,0.004,0.214,0.396,0.023,-2.431,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,5.0,1.823,1.044,-0.008,0.028,2.1,-0.009,-0.0,0.004,0.202,0.396,0.028,-3.304,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,10.0,-1.975,1.244,0.09,0.028,-2.332,0.009,-0.0,0.004,-0.117,0.396,-0.037,4.469,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,10.0,-1.706,0.791,0.078,0.025,-1.879,0.013,-0.0,0.004,-0.162,0.396,-0.033,3.626,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,10.0,-1.437,0.45,0.062,0.021,-1.505,0.016,-0.0,0.004,-0.174,0.396,-0.02,2.758,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,10.0,-1.036,0.173,0.036,0.017,-1.05,0.011,-0.0,0.004,-0.147,0.396,-0.024,1.984,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,10.0,-0.186,0.092,0.092,0.015,-0.186,0.0,-0.0,0.004,0.015,0.396,-0.059,0.934,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,10.0,0.685,0.095,0.005,0.017,0.691,-0.022,-0.0,0.004,0.297,0.396,-0.035,-0.184,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,10.0,1.203,0.323,0.0,0.021,1.246,-0.015,-0.0,0.004,0.2,0.396,-0.03,-1.456,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,10.0,1.494,0.609,-0.009,0.025,1.613,-0.014,-0.0,0.004,0.205,0.396,-0.005,-2.29,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,10.0,1.795,1.014,-0.02,0.028,2.061,-0.014,-0.0,0.004,0.205,0.396,-0.011,-3.108,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,15.0,-1.982,1.276,0.115,0.028,-2.354,0.011,-0.0,0.004,-0.108,0.396,-0.059,4.58,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,15.0,-1.725,0.823,0.1,0.025,-1.908,0.016,-0.0,0.004,-0.153,0.396,-0.062,3.772,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,15.0,-1.463,0.476,0.081,0.021,-1.536,0.02,-0.0,0.004,-0.169,0.396,-0.052,2.916,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,15.0,-1.057,0.189,0.049,0.017,-1.073,0.015,-0.0,0.004,-0.155,0.396,-0.046,2.099,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,15.0,-0.23,0.105,0.105,0.015,-0.23,0.0,-0.0,0.004,0.015,0.396,-0.1,1.155,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,15.0,0.627,0.097,0.014,0.017,0.634,-0.03,-0.0,0.004,0.302,0.396,-0.089,0.104,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,15.0,1.147,0.311,0.003,0.021,1.188,-0.024,-0.0,0.004,0.226,0.396,-0.087,-1.166,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,15.0,1.467,0.592,-0.015,0.025,1.582,-0.017,-0.0,0.004,0.199,0.396,-0.036,-2.134,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,15.0,1.769,0.989,-0.028,0.028,2.026,-0.019,-0.0,0.004,0.204,0.396,-0.046,-2.931,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,20.0,-1.983,1.292,0.128,0.028,-2.364,0.011,-0.0,0.004,-0.103,0.396,-0.068,4.626,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,20.0,-1.732,0.839,0.112,0.025,-1.921,0.017,-0.0,0.004,-0.148,0.396,-0.075,3.837,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,20.0,-1.475,0.489,0.091,0.021,-1.551,0.022,-0.0,0.004,-0.167,0.396,-0.067,2.992,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,20.0,-1.069,0.198,0.057,0.017,-1.086,0.018,-0.0,0.004,-0.156,0.396,-0.058,2.165,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,20.0,-0.247,0.112,0.112,0.015,-0.247,0.0,-0.0,0.004,0.015,0.396,-0.114,1.24,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,20.0,0.598,0.1,0.021,0.017,0.605,-0.033,-0.0,0.004,0.302,0.396,-0.117,0.248,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,20.0,1.118,0.307,0.007,0.021,1.159,-0.029,-0.0,0.004,0.239,0.396,-0.115,-1.021,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,20.0,1.45,0.584,-0.016,0.025,1.563,-0.02,-0.0,0.004,0.2,0.396,-0.056,-2.039,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,20.0,1.756,0.978,-0.031,0.028,2.01,-0.021,-0.0,0.004,0.202,0.396,-0.062,-2.85,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,25.0,-1.983,1.297,0.132,0.028,-2.366,0.011,-0.0,0.004,-0.102,0.396,-0.07,4.639,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,25.0,-1.734,0.844,0.116,0.025,-1.925,0.017,-0.0,0.004,-0.147,0.396,-0.079,3.856,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,25.0,-1.478,0.494,0.094,0.021,-1.556,0.022,-0.0,0.004,-0.166,0.396,-0.071,3.014,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,25.0,-1.073,0.202,0.06,0.017,-1.09,0.018,-0.0,0.004,-0.156,0.396,-0.063,2.186,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,25.0,-0.251,0.114,0.114,0.015,-0.251,0.0,-0.0,0.004,0.015,0.396,-0.118,1.263,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,25.0,0.589,0.101,0.024,0.017,0.597,-0.034,-0.0,0.004,0.302,0.396,-0.125,0.291,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,25.0,1.109,0.306,0.008,0.021,1.15,-0.031,-0.0,0.004,0.243,0.396,-0.124,-0.978,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,25.0,1.444,0.581,-0.016,0.025,1.557,-0.021,-0.0,0.004,0.201,0.396,-0.063,-2.007,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,25.0,1.753,0.975,-0.032,0.028,2.006,-0.021,-0.0,0.004,0.201,0.396,-0.066,-2.827,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,-5.0,30.0,-1.983,1.308,0.141,0.028,-2.371,0.011,-0.0,0.004,-0.099,0.396,-0.075,4.665,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,-5.0,30.0,-1.738,0.855,0.124,0.025,-1.933,0.018,-0.0,0.004,-0.144,0.396,-0.086,3.897,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,-5.0,30.0,-1.486,0.504,0.102,0.021,-1.565,0.023,-0.0,0.004,-0.163,0.396,-0.081,3.063,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,-5.0,30.0,-1.082,0.209,0.066,0.017,-1.1,0.02,-0.0,0.004,-0.156,0.396,-0.072,2.235,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,-5.0,30.0,-0.261,0.119,0.119,0.015,-0.261,0.0,-0.0,0.004,0.015,0.396,-0.126,1.311,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,-5.0,30.0,0.57,0.104,0.029,0.017,0.579,-0.036,-0.0,0.004,0.301,0.396,-0.143,0.382,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,-5.0,30.0,1.089,0.304,0.012,0.021,1.131,-0.035,-0.0,0.004,0.25,0.396,-0.143,-0.88,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,-5.0,30.0,1.429,0.576,-0.015,0.025,1.541,-0.023,-0.0,0.004,0.204,0.396,-0.079,-1.927,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,-5.0,30.0,1.746,0.969,-0.034,0.028,1.996,-0.022,-0.0,0.004,0.198,0.396,-0.075,-2.779,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-30.0,-1.822,1.025,-0.023,0.028,-2.09,-0.017,-0.0,0.004,-0.155,0.396,0.141,3.253,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-30.0,-1.519,0.618,-0.01,0.025,-1.64,-0.016,-0.0,0.004,-0.166,0.396,0.13,2.424,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-30.0,-1.186,0.331,0.013,0.021,-1.232,-0.027,-0.0,0.004,-0.205,0.396,0.196,1.387,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-30.0,-0.682,0.118,0.028,0.017,-0.691,-0.03,-0.0,0.004,-0.227,0.396,0.244,0.183,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-30.0,0.201,0.115,0.115,0.015,0.201,-0.0,-0.0,0.004,0.015,0.396,0.188,-1.01,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-30.0,1.005,0.187,0.055,0.017,1.021,0.016,-0.0,0.004,0.203,0.396,0.147,-1.84,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-30.0,1.416,0.467,0.085,0.021,1.489,0.019,-0.0,0.004,0.19,0.396,0.133,-2.677,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-30.0,1.657,0.797,0.102,0.025,1.836,0.015,-0.0,0.004,0.194,0.396,0.155,-3.409,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-30.0,1.922,1.243,0.116,0.028,2.286,0.01,-0.0,0.004,0.157,0.396,0.137,-4.238,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-25.0,-1.831,1.033,-0.021,0.028,-2.102,-0.016,-0.0,0.004,-0.155,0.396,0.129,3.312,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-25.0,-1.53,0.624,-0.009,0.025,-1.653,-0.015,-0.0,0.004,-0.166,0.396,0.117,2.488,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-25.0,-1.206,0.333,0.01,0.021,-1.251,-0.023,-0.0,0.004,-0.197,0.396,0.176,1.483,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-25.0,-0.701,0.115,0.022,0.017,-0.71,-0.027,-0.0,0.004,-0.227,0.396,0.225,0.278,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-25.0,0.191,0.11,0.11,0.015,0.191,0.0,-0.0,0.004,0.015,0.396,0.18,-0.96,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-25.0,0.996,0.18,0.049,0.017,1.011,0.015,-0.0,0.004,0.204,0.396,0.138,-1.789,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-25.0,1.408,0.458,0.078,0.021,1.479,0.018,-0.0,0.004,0.192,0.396,0.122,-2.628,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-25.0,1.652,0.786,0.094,0.025,1.827,0.014,-0.0,0.004,0.197,0.396,0.146,-3.364,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-25.0,1.921,1.232,0.107,0.028,2.28,0.009,-0.0,0.004,0.16,0.396,0.131,-4.206,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-20.0,-1.835,1.036,-0.02,0.028,-2.107,-0.016,-0.0,0.004,-0.156,0.396,0.124,3.339,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-20.0,-1.535,0.626,-0.009,0.025,-1.658,-0.014,-0.0,0.004,-0.166,0.396,0.112,2.515,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-20.0,-1.214,0.335,0.009,0.021,-1.259,-0.022,-0.0,0.004,-0.193,0.396,0.167,1.525,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-20.0,-0.71,0.114,0.02,0.017,-0.719,-0.026,-0.0,0.004,-0.227,0.396,0.217,0.321,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-20.0,0.186,0.108,0.108,0.015,0.186,-0.0,-0.0,0.004,0.015,0.396,0.176,-0.936,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-20.0,0.992,0.177,0.046,0.017,1.007,0.014,-0.0,0.004,0.204,0.396,0.135,-1.767,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-20.0,1.405,0.454,0.074,0.021,1.474,0.017,-0.0,0.004,0.193,0.396,0.118,-2.605,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-20.0,1.65,0.781,0.091,0.025,1.823,0.014,-0.0,0.004,0.199,0.396,0.142,-3.344,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-20.0,1.921,1.227,0.103,0.028,2.277,0.009,-0.0,0.004,0.162,0.396,0.128,-4.191,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-15.0,-1.849,1.048,-0.017,0.028,-2.125,-0.013,-0.0,0.004,-0.156,0.396,0.106,3.429,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-15.0,-1.549,0.635,-0.007,0.025,-1.674,-0.013,-0.0,0.004,-0.168,0.396,0.096,2.597,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-15.0,-1.242,0.339,0.006,0.021,-1.288,-0.016,-0.0,0.004,-0.18,0.396,0.137,1.669,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-15.0,-0.739,0.111,0.014,0.017,-0.747,-0.023,-0.0,0.004,-0.227,0.396,0.189,0.464,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-15.0,0.169,0.101,0.101,0.015,0.169,0.0,-0.0,0.004,0.015,0.396,0.161,-0.85,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-15.0,0.98,0.168,0.039,0.017,0.993,0.011,-0.0,0.004,0.202,0.396,0.124,-1.701,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-15.0,1.393,0.44,0.065,0.021,1.459,0.015,-0.0,0.004,0.195,0.396,0.102,-2.529,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-15.0,1.641,0.765,0.079,0.025,1.809,0.013,-0.0,0.004,0.203,0.396,0.128,-3.274,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-15.0,1.918,1.211,0.09,0.028,2.266,0.009,-0.0,0.004,0.166,0.396,0.118,-4.137,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-10.0,-1.876,1.075,-0.007,0.028,-2.162,-0.009,-0.0,0.004,-0.154,0.396,0.069,3.614,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-10.0,-1.572,0.651,0.0,0.025,-1.702,-0.009,-0.0,0.004,-0.176,0.396,0.071,2.735,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-10.0,-1.293,0.352,0.005,0.021,-1.34,-0.009,-0.0,0.004,-0.162,0.396,0.082,1.932,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-10.0,-0.797,0.11,0.005,0.017,-0.804,-0.015,-0.0,0.004,-0.219,0.396,0.135,0.75,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-10.0,0.124,0.088,0.088,0.015,0.124,0.0,-0.0,0.004,0.015,0.396,0.119,-0.622,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-10.0,0.957,0.152,0.026,0.017,0.968,0.007,-0.0,0.004,0.198,0.396,0.105,-1.575,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-10.0,1.367,0.415,0.047,0.021,1.428,0.011,-0.0,0.004,0.198,0.396,0.071,-2.373,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-10.0,1.621,0.735,0.058,0.025,1.779,0.009,-0.0,0.004,0.21,0.396,0.099,-3.124,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-10.0,1.908,1.178,0.066,0.028,2.242,0.007,-0.0,0.004,0.175,0.396,0.094,-4.013,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,-5.0,-1.903,1.106,0.006,0.028,-2.201,-0.004,-0.0,0.004,-0.15,0.396,0.03,3.808,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,-5.0,-1.599,0.673,0.01,0.025,-1.735,-0.005,-0.0,0.004,-0.18,0.396,0.038,2.903,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,-5.0,-1.331,0.368,0.011,0.021,-1.381,-0.004,-0.0,0.004,-0.159,0.396,0.039,2.136,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,-5.0,-0.858,0.115,0.002,0.017,-0.866,-0.007,-0.0,0.004,-0.197,0.396,0.075,1.061,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,-5.0,0.062,0.079,0.079,0.015,0.062,0.0,-0.0,0.004,0.015,0.396,0.059,-0.313,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,-5.0,0.922,0.135,0.014,0.017,0.932,0.003,-0.0,0.004,0.2,0.396,0.073,-1.392,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,-5.0,1.341,0.392,0.032,0.021,1.396,0.006,-0.0,0.004,0.196,0.396,0.039,-2.214,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,-5.0,1.597,0.703,0.039,0.025,1.744,0.005,-0.0,0.004,0.216,0.396,0.064,-2.949,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,-5.0,1.893,1.143,0.043,0.028,2.21,0.004,-0.0,0.004,0.185,0.396,0.063,-3.856,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,0.0,-1.926,1.139,0.024,0.028,-2.237,-0.0,-0.0,0.004,-0.143,0.396,-0.008,3.991,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,0.0,-1.629,0.7,0.023,0.025,-1.772,0.0,-0.0,0.004,-0.179,0.396,0.001,3.089,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,0.0,-1.357,0.385,0.02,0.021,-1.411,0.0,-0.0,0.004,-0.166,0.396,0.01,2.285,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,0.0,-0.919,0.126,0.005,0.017,-0.928,-0.001,-0.0,0.004,-0.168,0.396,0.014,1.372,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,0.0,-0.0,0.076,0.076,0.015,-0.0,0.0,-0.0,0.004,0.015,0.396,-0.0,0.0,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,0.0,0.872,0.12,0.005,0.017,0.88,-0.001,-0.0,0.004,0.22,0.396,0.024,-1.131,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,0.0,1.318,0.374,0.02,0.021,1.37,0.0,-0.0,0.004,0.188,0.396,0.013,-2.08,0.008,0.0,0.396,-0.491
