alpha,beta,mach,reynolds,delta21,delta22,cf_cl,cf_cd,cf_x,cf_y,cf_z,cf_xp,cf_yp,cf_yr,cf_zq,cf_zad,cm_x,cm_y,cm_z,cm_yad,cm_zad,cm_zr
15.0,-15.0,0.3,6904000.0,15.0,-5.0,1.409,0.486,0.105,0.048,1.487,-0.002,-0.0,-0.019,0.174,0.398,-0.033,-2.656,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-5.0,1.674,0.791,0.091,0.054,1.849,0.016,-0.0,-0.019,0.188,0.398,-0.012,-3.48,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-5.0,1.943,1.247,0.108,0.058,2.306,0.014,-0.0,-0.019,0.156,0.398,-0.004,-4.341,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,0.0,-1.842,1.044,-0.017,0.058,-2.117,-0.012,-0.0,-0.019,-0.147,0.398,-0.139,3.393,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,0.0,-1.54,0.629,-0.009,0.054,-1.664,-0.012,-0.0,-0.019,-0.148,0.398,-0.111,2.547,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,0.0,-1.227,0.367,0.037,0.048,-1.28,-0.033,-0.0,-0.019,-0.143,0.398,-0.126,1.62,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,0.0,-0.575,1.158,1.073,0.043,-0.721,-0.036,-0.0,-0.019,-0.15,0.398,-0.19,0.364,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,0.0,0.17,1.663,1.663,0.041,0.17,0.0,-0.0,-0.019,0.018,0.398,-0.161,-0.854,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,0.0,0.849,1.217,1.096,0.043,1.001,-0.016,-0.0,-0.019,0.133,0.398,-0.071,-1.768,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,0.0,1.385,0.466,0.092,0.048,1.458,-0.006,-0.0,-0.019,0.167,0.398,-0.06,-2.512,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,0.0,1.646,0.762,0.074,0.054,1.813,0.012,-0.0,-0.019,0.192,0.398,-0.049,-3.295,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,0.0,1.924,1.212,0.088,0.058,2.272,0.01,-0.0,-0.019,0.164,0.398,-0.04,-4.171,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,5.0,-1.862,1.079,0.003,0.058,-2.152,-0.008,-0.0,-0.019,-0.14,0.398,-0.174,3.566,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,5.0,-1.568,0.657,0.007,0.054,-1.7,-0.008,-0.0,-0.019,-0.146,0.398,-0.149,2.729,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,5.0,-1.252,0.386,0.048,0.048,-1.309,-0.029,-0.0,-0.019,-0.149,0.398,-0.15,1.767,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,5.0,-0.628,1.172,1.08,0.043,-0.775,-0.034,-0.0,-0.019,-0.13,0.398,-0.241,0.635,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,5.0,0.109,1.665,1.665,0.041,0.109,0.0,-0.0,-0.019,0.018,0.398,-0.222,-0.548,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,5.0,0.791,1.205,1.092,0.043,0.942,-0.02,-0.0,-0.019,0.153,0.398,-0.133,-1.471,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,5.0,1.357,0.448,0.082,0.048,1.427,-0.009,-0.0,-0.019,0.161,0.398,-0.089,-2.358,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,5.0,1.618,0.736,0.06,0.054,1.776,0.007,-0.0,-0.019,0.193,0.398,-0.086,-3.111,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,5.0,1.901,1.179,0.07,0.058,2.236,0.006,-0.0,-0.019,0.169,0.398,-0.077,-3.988,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,10.0,-1.876,1.114,0.026,0.058,-2.182,-0.006,-0.0,-0.019,-0.132,0.398,-0.204,3.717,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,10.0,-1.592,0.688,0.026,0.054,-1.734,-0.004,-0.0,-0.019,-0.142,0.398,-0.184,2.899,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,10.0,-1.282,0.408,0.063,0.048,-1.344,-0.024,-0.0,-0.019,-0.148,0.398,-0.179,1.94,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,10.0,-0.664,1.188,1.091,0.043,-0.813,-0.032,-0.0,-0.019,-0.123,0.398,-0.274,0.825,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,10.0,0.048,1.673,1.673,0.041,0.048,0.0,-0.0,-0.019,0.018,0.398,-0.283,-0.241,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,10.0,0.731,1.2,1.094,0.043,0.881,-0.026,-0.0,-0.019,0.162,0.398,-0.196,-1.169,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,10.0,1.318,0.432,0.076,0.048,1.385,-0.013,-0.0,-0.019,0.168,0.398,-0.131,-2.147,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,10.0,1.592,0.714,0.05,0.054,1.744,0.003,-0.0,-0.019,0.188,0.398,-0.117,-2.951,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,10.0,1.875,1.148,0.057,0.058,2.197,0.002,-0.0,-0.019,0.173,0.398,-0.117,-3.795,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,15.0,-1.885,1.146,0.05,0.058,-2.206,-0.004,-0.0,-0.019,-0.124,0.398,-0.227,3.836,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,15.0,-1.611,0.718,0.047,0.054,-1.763,-0.001,-0.0,-0.019,-0.136,0.398,-0.215,3.045,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,15.0,-1.31,0.433,0.08,0.048,-1.377,-0.02,-0.0,-0.019,-0.144,0.398,-0.209,2.107,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,15.0,-0.688,1.204,1.103,0.043,-0.839,-0.029,-0.0,-0.019,-0.129,0.398,-0.294,0.955,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,15.0,-0.0,1.685,1.685,0.041,-0.0,0.0,-0.0,-0.019,0.018,0.398,-0.331,0.0,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,15.0,0.675,1.2,1.101,0.043,0.826,-0.03,-0.0,-0.019,0.161,0.398,-0.253,-0.891,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,15.0,1.266,0.419,0.077,0.048,1.332,-0.021,-0.0,-0.019,0.191,0.398,-0.186,-1.877,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,15.0,1.569,0.697,0.043,0.054,1.716,0.0,-0.0,-0.019,0.181,0.398,-0.143,-2.81,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,15.0,1.848,1.122,0.048,0.058,2.161,-0.002,-0.0,-0.019,0.174,0.398,-0.154,-3.614,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,20.0,-1.888,1.162,0.063,0.058,-2.216,-0.003,-0.0,-0.019,-0.12,0.398,-0.237,3.887,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,20.0,-1.619,0.734,0.059,0.054,-1.776,-0.0,-0.0,-0.019,-0.132,0.398,-0.229,3.113,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,20.0,-1.323,0.447,0.089,0.048,-1.394,-0.018,-0.0,-0.019,-0.141,0.398,-0.223,2.189,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,20.0,-0.699,1.212,1.111,0.043,-0.852,-0.028,-0.0,-0.019,-0.132,0.398,-0.304,1.019,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,20.0,-0.018,1.692,1.692,0.041,-0.018,0.0,-0.0,-0.019,0.018,0.398,-0.348,0.091,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,20.0,0.647,1.202,1.107,0.043,0.799,-0.032,-0.0,-0.019,0.16,0.398,-0.281,-0.753,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,20.0,1.238,0.414,0.079,0.048,1.303,-0.025,-0.0,-0.019,0.203,0.398,-0.215,-1.732,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,20.0,1.554,0.688,0.041,0.054,1.699,-0.001,-0.0,-0.019,0.18,0.398,-0.159,-2.725,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,20.0,1.835,1.11,0.044,0.058,2.144,-0.004,-0.0,-0.019,0.174,0.398,-0.172,-3.526,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,25.0,-1.888,1.167,0.067,0.058,-2.219,-0.003,-0.0,-0.019,-0.119,0.398,-0.239,3.901,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,25.0,-1.621,0.739,0.062,0.054,-1.78,0.0,-0.0,-0.019,-0.131,0.398,-0.233,3.132,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,25.0,-1.327,0.451,0.092,0.048,-1.398,-0.018,-0.0,-0.019,-0.14,0.398,-0.227,2.213,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,25.0,-0.703,1.215,1.113,0.043,-0.856,-0.027,-0.0,-0.019,-0.133,0.398,-0.308,1.04,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,25.0,-0.023,1.694,1.694,0.041,-0.023,0.0,-0.0,-0.019,0.018,0.398,-0.353,0.116,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,25.0,0.639,1.203,1.109,0.043,0.79,-0.033,-0.0,-0.019,0.16,0.398,-0.29,-0.711,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,25.0,1.229,0.413,0.08,0.048,1.294,-0.027,-0.0,-0.019,0.206,0.398,-0.224,-1.689,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,25.0,1.549,0.686,0.041,0.054,1.693,-0.002,-0.0,-0.019,0.18,0.398,-0.165,-2.697,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,25.0,1.831,1.107,0.043,0.058,2.139,-0.005,-0.0,-0.019,0.174,0.398,-0.177,-3.5,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,30.0,-1.889,1.178,0.075,0.058,-2.224,-0.003,-0.0,-0.019,-0.116,0.398,-0.245,3.931,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,30.0,-1.625,0.75,0.071,0.054,-1.788,0.001,-0.0,-0.019,-0.128,0.398,-0.241,3.174,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,30.0,-1.335,0.461,0.099,0.048,-1.409,-0.017,-0.0,-0.019,-0.138,0.398,-0.237,2.266,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,30.0,-0.713,1.222,1.118,0.043,-0.866,-0.026,-0.0,-0.019,-0.133,0.398,-0.316,1.09,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,30.0,-0.033,1.699,1.699,0.041,-0.033,0.0,-0.0,-0.019,0.018,0.398,-0.362,0.167,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,30.0,0.62,1.206,1.115,0.043,0.772,-0.034,-0.0,-0.019,0.16,0.398,-0.31,-0.618,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,30.0,1.21,0.41,0.083,0.048,1.275,-0.03,-0.0,-0.019,0.212,0.398,-0.244,-1.592,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,30.0,1.537,0.68,0.04,0.054,1.68,-0.003,-0.0,-0.019,0.181,0.398,-0.178,-2.629,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,30.0,1.822,1.099,0.041,0.058,2.128,-0.006,-0.0,-0.019,0.172,0.398,-0.188,-3.446,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-30.0,-1.725,0.923,-0.063,0.058,-1.955,-0.03,-0.0,-0.019,-0.151,0.398,-0.011,2.577,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-30.0,-1.413,0.543,-0.039,0.054,-1.513,-0.029,-0.0,-0.019,-0.135,0.398,0.003,1.791,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-30.0,-1.004,0.311,0.04,0.048,-1.05,-0.065,-0.0,-0.019,-0.216,0.398,0.031,0.464,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-30.0,-0.305,1.157,1.108,0.043,-0.454,-0.057,-0.0,-0.019,-0.168,0.398,0.01,-0.98,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-30.0,0.372,1.712,1.712,0.041,0.372,0.0,-0.0,-0.019,0.018,0.398,0.012,-1.87,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-30.0,0.976,1.295,1.156,0.043,1.137,-0.003,-0.0,-0.019,0.132,0.398,0.045,-2.451,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-30.0,1.499,0.578,0.17,0.048,1.597,0.011,-0.0,-0.019,0.165,0.398,0.046,-3.211,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-30.0,1.739,0.903,0.169,0.054,1.953,0.025,-0.0,-0.019,0.163,0.398,0.063,-3.999,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-30.0,1.97,1.363,0.196,0.058,2.387,0.019,-0.0,-0.019,0.124,0.398,0.056,-4.749,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-25.0,-1.733,0.93,-0.061,0.058,-1.966,-0.029,-0.0,-0.019,-0.153,0.398,-0.021,2.63,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-25.0,-1.426,0.548,-0.039,0.054,-1.528,-0.027,-0.0,-0.019,-0.133,0.398,-0.011,1.864,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-25.0,-1.024,0.313,0.037,0.048,-1.07,-0.061,-0.0,-0.019,-0.21,0.398,0.013,0.564,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-25.0,-0.324,1.154,1.102,0.043,-0.472,-0.055,-0.0,-0.019,-0.17,0.398,-0.007,-0.889,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-25.0,0.364,1.707,1.707,0.041,0.364,0.0,-0.0,-0.019,0.018,0.398,0.004,-1.829,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-25.0,0.967,1.287,1.15,0.043,1.127,-0.004,-0.0,-0.019,0.132,0.398,0.035,-2.401,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-25.0,1.491,0.568,0.163,0.048,1.587,0.01,-0.0,-0.019,0.166,0.398,0.036,-3.162,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-25.0,1.735,0.892,0.16,0.054,1.944,0.025,-0.0,-0.019,0.166,0.398,0.054,-3.957,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-25.0,1.969,1.352,0.187,0.058,2.382,0.019,-0.0,-0.019,0.127,0.398,0.05,-4.721,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-20.0,-1.737,0.933,-0.06,0.058,-1.971,-0.028,-0.0,-0.019,-0.154,0.398,-0.026,2.656,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-20.0,-1.432,0.551,-0.039,0.054,-1.534,-0.026,-0.0,-0.019,-0.133,0.398,-0.017,1.893,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-20.0,-1.033,0.314,0.035,0.048,-1.079,-0.06,-0.0,-0.019,-0.207,0.398,0.004,0.608,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-20.0,-0.333,1.153,1.1,0.043,-0.48,-0.055,-0.0,-0.019,-0.17,0.398,-0.015,-0.847,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-20.0,0.36,1.705,1.705,0.041,0.36,0.0,-0.0,-0.019,0.018,0.398,-0.0,-1.808,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-20.0,0.963,1.284,1.147,0.043,1.123,-0.005,-0.0,-0.019,0.131,0.398,0.031,-2.38,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-20.0,1.488,0.564,0.159,0.048,1.583,0.009,-0.0,-0.019,0.167,0.398,0.031,-3.14,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-20.0,1.733,0.887,0.156,0.054,1.94,0.024,-0.0,-0.019,0.167,0.398,0.051,-3.938,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-20.0,1.969,1.348,0.183,0.058,2.379,0.019,-0.0,-0.019,0.129,0.398,0.048,-4.708,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-15.0,-1.75,0.944,-0.057,0.058,-1.988,-0.026,-0.0,-0.019,-0.155,0.398,-0.043,2.742,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-15.0,-1.448,0.559,-0.038,0.054,-1.552,-0.025,-0.0,-0.019,-0.133,0.398,-0.034,1.984,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-15.0,-1.062,0.318,0.032,0.048,-1.108,-0.055,-0.0,-0.019,-0.196,0.398,-0.024,0.756,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-15.0,-0.362,1.15,1.093,0.043,-0.509,-0.053,-0.0,-0.019,-0.17,0.398,-0.043,-0.703,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-15.0,0.345,1.698,1.698,0.041,0.345,0.0,-0.0,-0.019,0.018,0.398,-0.015,-1.733,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-15.0,0.951,1.274,1.139,0.043,1.109,-0.006,-0.0,-0.019,0.13,0.398,0.017,-2.311,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-15.0,1.476,0.55,0.149,0.048,1.568,0.008,-0.0,-0.019,0.169,0.398,0.016,-3.063,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-15.0,1.725,0.871,0.144,0.054,1.927,0.023,-0.0,-0.019,0.171,0.398,0.037,-3.871,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-15.0,1.967,1.331,0.17,0.058,2.369,0.019,-0.0,-0.019,0.133,0.398,0.038,-4.659,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-10.0,-1.777,0.97,-0.049,0.058,-2.024,-0.022,-0.0,-0.019,-0.155,0.398,-0.08,2.924,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-10.0,-1.473,0.575,-0.032,0.054,-1.581,-0.022,-0.0,-0.019,-0.139,0.398,-0.062,2.131,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-10.0,-1.119,0.33,0.029,0.048,-1.167,-0.047,-0.0,-0.019,-0.169,0.398,-0.08,1.048,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-10.0,-0.42,1.147,1.082,0.043,-0.567,-0.048,-0.0,-0.019,-0.171,0.398,-0.097,-0.414,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-10.0,0.306,1.685,1.685,0.041,0.306,0.0,-0.0,-0.019,0.018,0.398,-0.054,-1.537,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-10.0,0.93,1.257,1.125,0.043,1.086,-0.009,-0.0,-0.019,0.123,0.398,-0.005,-2.196,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-10.0,1.45,0.523,0.13,0.048,1.536,0.004,-0.0,-0.019,0.172,0.398,-0.015,-2.904,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-10.0,1.707,0.839,0.122,0.054,1.898,0.021,-0.0,-0.019,0.179,0.398,0.008,-3.724,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-10.0,1.96,1.299,0.145,0.058,2.347,0.017,-0.0,-0.019,0.142,0.398,0.015,-4.544,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,-5.0,-1.805,1.0,-0.036,0.058,-2.063,-0.018,-0.0,-0.019,-0.152,0.398,-0.12,3.118,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,-5.0,-1.497,0.595,-0.023,0.054,-1.611,-0.018,-0.0,-0.019,-0.146,0.398,-0.091,2.284,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,-5.0,-1.166,0.345,0.032,0.048,-1.216,-0.042,-0.0,-0.019,-0.154,0.398,-0.125,1.296,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,-5.0,-0.483,1.15,1.078,0.043,-0.629,-0.043,-0.0,-0.019,-0.168,0.398,-0.157,-0.099,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,-5.0,0.248,1.675,1.675,0.041,0.248,0.0,-0.0,-0.019,0.018,0.398,-0.114,-1.246,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,-5.0,0.902,1.241,1.112,0.043,1.056,-0.012,-0.0,-0.019,0.121,0.398,-0.035,-2.044,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,-5.0,1.421,0.499,0.114,0.048,1.502,0.0,-0.0,-0.019,0.173,0.398,-0.049,-2.733,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,-5.0,1.683,0.807,0.102,0.054,1.864,0.017,-0.0,-0.019,0.185,0.398,-0.027,-3.552,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,-5.0,1.946,1.263,0.121,0.058,2.317,0.014,-0.0,-0.019,0.151,0.398,-0.015,-4.398,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,0.0,-1.828,1.032,-0.02,0.058,-2.099,-0.014,-0.0,-0.019,-0.147,0.398,-0.157,3.303,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,0.0,-1.526,0.62,-0.011,0.054,-1.647,-0.013,-0.0,-0.019,-0.146,0.398,-0.127,2.465,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,0.0,-1.199,0.363,0.04,0.048,-1.252,-0.038,-0.0,-0.019,-0.155,0.398,-0.156,1.476,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,0.0,-0.546,1.16,1.079,0.043,-0.692,-0.039,-0.0,-0.019,-0.151,0.398,-0.217,0.219,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,0.0,0.187,1.67,1.67,0.041,0.187,0.0,-0.0,-0.019,0.018,0.398,-0.176,-0.942,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,0.0,0.86,1.226,1.103,0.043,1.012,-0.014,-0.0,-0.019,0.136,0.398,-0.08,-1.827,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,0.0,1.397,0.479,0.101,0.048,1.473,-0.004,-0.0,-0.019,0.166,0.398,-0.076,-2.588,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,0.0,1.656,0.778,0.085,0.054,1.827,0.013,-0.0,-0.019,0.189,0.398,-0.064,-3.368,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,0.0,1.928,1.229,0.1,0.058,2.284,0.011,-0.0,-0.019,0.159,0.398,-0.051,-4.229,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,5.0,-1.848,1.067,-0.0,0.058,-2.134,-0.01,-0.0,-0.019,-0.14,0.398,-0.192,3.475,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,5.0,-1.554,0.649,0.005,0.054,-1.684,-0.009,-0.0,-0.019,-0.144,0.398,-0.164,2.649,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,20.0,5.0,-1.224,0.381,0.051,0.048,-1.281,-0.033,-0.0,-0.019,-0.161,0.398,-0.179,1.622,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,20.0,5.0,-0.599,1.175,1.086,0.043,-0.747,-0.036,-0.0,-0.019,-0.13,0.398,-0.269,0.494,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,20.0,5.0,0.127,1.672,1.672,0.041,0.127,0.0,-0.0,-0.019,0.018,0.398,-0.237,-0.637,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,20.0,5.0,0.802,1.214,1.099,0.043,0.954,-0.018,-0.0,-0.019,0.156,0.398,-0.142,-1.531,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,20.0,5.0,1.37,0.461,0.091,0.048,1.443,-0.007,-0.0,-0.019,0.16,0.398,-0.104,-2.436,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,20.0,5.0,1.627,0.751,0.071,0.054,1.79,0.009,-0.0,-0.019,0.19,0.398,-0.1,-3.184,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,20.0,5.0,1.905,1.195,0.083,0.058,2.247,0.007,-0.0,-0.019,0.165,0.398,-0.089,-4.046,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,20.0,10.0,-1.863,1.102,0.023,0.058,-2.164,-0.008,-0.0,-0.019,-0.132,0.398,-0.223,3.627,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,20.0,10.0,-1.578,0.68,0.024,0.054,-1.718,-0.005,-0.0,-0.019,-0.139,0.398,-0.199,2.821,-0.019,0.0,0.398,-0.52
